path	top_level	audit_unit	file_kind	workstream	status	evidence_refs	cross_refs	notes
configs/ansible/roles/archival-node/templates/nftables.conf.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/archival-node/templates/pg_hba.conf.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/archival-node/templates/postgresql.conf.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/archival-node/templates/ratesengine.toml.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/archival-node/templates/sshd_config.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/archival-node/templates/stellar-core.cfg.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/archival-node/templates/stellar-rpc.cfg.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/archival-node/templates/systemd/galexie.service.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/archival-node/templates/systemd/minio.service.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/archival-node/templates/systemd/node-healthcheck.service.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/archival-node/templates/systemd/node-healthcheck.timer.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/archival-node/templates/systemd/ratesengine-aggregator.service.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/archival-node/templates/systemd/ratesengine-indexer.service.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/archival-node/templates/systemd/stellar-core.service.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/archival-node/templates/systemd/stellar-rpc.service.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/defaults/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/handlers/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/meta/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/README.md	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/tasks/01-preflight.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/tasks/02-install.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/tasks/03-haproxy-configure.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/tasks/04-keepalived-configure.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/tasks/05-systemd.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/tasks/06-firewall.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/tasks/07-monitoring.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/tasks/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/templates/haproxy-systemd-override.conf.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/templates/haproxy.cfg.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/haproxy/templates/keepalived.conf.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/defaults/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/handlers/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/meta/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/README.md	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/tasks/agent-01-install.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/tasks/agent-02-configure.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/tasks/agent-03-systemd.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/tasks/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/tasks/server-01-preflight.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/tasks/server-02-install.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/tasks/server-03-configure.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/tasks/server-04-systemd.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/tasks/server-05-firewall.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/templates/loki-config.yaml.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/templates/loki.service.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/templates/promtail-config.yaml.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/loki/templates/promtail.service.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/defaults/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/handlers/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/meta/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/README.md	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/tasks/01-preflight.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/tasks/02-etcd-install.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/tasks/03-etcd-configure.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/tasks/04-etcd-systemd.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/tasks/05-patroni-install.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/tasks/06-patroni-configure.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/tasks/07-patroni-systemd.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/tasks/08-patroni-bootstrap.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/tasks/09-patroni-join.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/tasks/10-firewall.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/tasks/11-monitoring.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/tasks/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/templates/etcd.conf.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/templates/etcd.service.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/templates/patroni.service.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/patroni/templates/patroni.yml.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/defaults/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/handlers/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/meta/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/README.md	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/tasks/01-preflight.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/tasks/02-install.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/tasks/03-prometheus-configure.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/tasks/04-alertmanager-configure.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/tasks/05-systemd.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/tasks/06-firewall.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/tasks/07-monitoring.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/tasks/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/templates/alertmanager.service.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/templates/alertmanager.yml.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/templates/prometheus.service.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/prometheus/templates/prometheus.yml.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/defaults/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/handlers/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/meta/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/README.md	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/tasks/01-preflight.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/tasks/02-install.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/tasks/03-redis-configure.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/tasks/04-sentinel-configure.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/tasks/05-systemd.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/tasks/06-firewall.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/tasks/07-monitoring.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/tasks/main.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/templates/redis-systemd-override.conf.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/templates/redis.conf.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/roles/redis-sentinel/templates/sentinel.conf.j2	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/ansible/tasks/deploy-one-binary.yml	configs	configs/ansible	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/audit/README.md	configs	configs/audit	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/audit/wasm-walk-contracts.yaml	configs	configs/audit	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/caddy/Caddyfile.api	configs	configs/caddy	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/caddy/README.md	configs	configs/caddy	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/example.toml	configs	configs/example.toml	config	W05	done	EV-1235,EV-1237,EV-1238		
configs/healthchecks/heartbeat.sh	configs	configs/healthchecks	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/healthchecks/install.sh	configs	configs/healthchecks	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/healthchecks/ratesengine-heartbeat@.service	configs	configs/healthchecks	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/healthchecks/ratesengine-heartbeat@.timer	configs	configs/healthchecks	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/healthchecks/ratesengine-sla-probe.service	configs	configs/healthchecks	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/healthchecks/ratesengine-sla-probe.timer	configs	configs/healthchecks	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/healthchecks/ratesengine-smoke.service	configs	configs/healthchecks	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/healthchecks/ratesengine-smoke.timer	configs	configs/healthchecks	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/healthchecks/README.md	configs	configs/healthchecks	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/healthchecks/sla-probe.sh	configs	configs/healthchecks	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/healthchecks/smoke.sh	configs	configs/healthchecks	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/loki/loki.r1.yml	configs	configs/loki	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/loki/promtail.r1.yml	configs	configs/loki	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/loki/README.md	configs	configs/loki	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/prometheus/prometheus.r1.yml	configs	configs/prometheus	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/prometheus/README.md	configs	configs/prometheus	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/prometheus/rules.r1/aggregator.yml	configs	configs/prometheus	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/prometheus/rules.r1/api.yml	configs	configs/prometheus	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/prometheus/rules.r1/infra.yml	configs	configs/prometheus	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/prometheus/rules.r1/ingestion.yml	configs	configs/prometheus	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/prometheus/rules.r1/meta.yml	configs	configs/prometheus	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/prometheus/rules.r1/README.md	configs	configs/prometheus	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
configs/prometheus/rules.r1/slo.yml	configs	configs/prometheus	config	W14	done	agent W14/W19/W22 walk; CMD-1230		
CONTRIBUTING.md	(root)	CONTRIBUTING.md	documentation	W01	done	EV-1201,EV-1202,EV-1218		
